,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
2619,점핑월드,휴게음식점,키즈카페,제주특별자치도 제주시 노형동 64-12 ,https://pcmap.place.naver.com/restaurant/34509430/review/visitor#
2622,대학나무,휴게음식점,커피숍,제주특별자치도 제주시 용담삼동 1145-2번지 ,https://pcmap.place.naver.com/restaurant/1385226793/review/visitor#
2623,호호분식,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1974-4번지 (지하1층) ,https://pcmap.place.naver.com/restaurant/36676443/review/visitor#
2626,월정무인카페,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 행원리 1526번지 ,https://pcmap.place.naver.com/restaurant/1764163254/review/visitor#
2631,지에스제주공룡랜드점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 광령리 2637번지 ,https://pcmap.place.naver.com/restaurant/386678460/review/visitor#
2633,한입김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 동명리 1591-4번지 ,https://pcmap.place.naver.com/restaurant/37663275/review/visitor#
2634,씨유케이티점,휴게음식점,편의점,제주특별자치도 제주시 이도일동 1690-5번지 ,https://pcmap.place.naver.com/restaurant/21855524/review/visitor#
2635,세븐일레븐제주외도로점,휴게음식점,편의점,제주특별자치도 제주시 외도일동 400-5번지 네오하임 플러스 101호,https://pcmap.place.naver.com/restaurant/275416242/review/visitor#
2636,도리화과,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 오라이동 696-7번지 ,https://pcmap.place.naver.com/restaurant/1134147447/review/visitor#
2638,서희원꼬치닷컴,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 2318-15번지 ,https://pcmap.place.naver.com/restaurant/1206455896/review/visitor#
2642,씨유제주세화포구점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 평대리 3346-5번지 ,https://pcmap.place.naver.com/restaurant/1517592664/review/visitor#
2643,카페곁에,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 동복리 1536-3번지 ,https://pcmap.place.naver.com/restaurant/1093359057/review/visitor#
2645,스터닝,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2026-1번지 ,https://pcmap.place.naver.com/restaurant/1151917400/review/visitor#
2646,씨유제주김녕해수욕장점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 김녕리 497-4 ,https://pcmap.place.naver.com/restaurant/1200248533/review/visitor#
2647,카페바나,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 하도리 2989 ,https://pcmap.place.naver.com/restaurant/1636938074/review/visitor#
2649,제주이디오라커피,휴게음식점,커피숍,제주특별자치도 제주시 건입동 940-1번지 ,https://pcmap.place.naver.com/restaurant/1396892712/review/visitor#
2657,지에스25제주탑동점,휴게음식점,편의점,제주특별자치도 제주시 건입동 1417번지 ,https://pcmap.place.naver.com/restaurant/32507106/review/visitor#
2658,지에스25제대후문점,휴게음식점,편의점,제주특별자치도 제주시 아라일동 368-65번지 (1층) ,https://pcmap.place.naver.com/restaurant/20453999/review/visitor#
2661,커피곰여행자,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 하도리 1424번지 제1호,https://pcmap.place.naver.com/restaurant/34068678/review/visitor#
2665,어머니김밥,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 봉개동 1880번지 ,https://pcmap.place.naver.com/restaurant/1754527266/review/visitor#
2668,정실휴게소,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 오라이동 664-20번지 ,https://pcmap.place.naver.com/restaurant/1717514787/review/visitor#
2669,진미김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 945번지 유나이티드아파트 지층101호,https://pcmap.place.naver.com/restaurant/21210119/review/visitor#
2670,카페소바니,휴게음식점,커피숍,제주특별자치도 제주시 노형동 2590-3번지 ,https://pcmap.place.naver.com/restaurant/907489292/review/visitor#
2672,지니어스키즈카페,휴게음식점,키즈카페,제주특별자치도 제주시 일도이동 416-15번지 ,https://pcmap.place.naver.com/restaurant/836854248/review/visitor#
2674,지에스25남문점,휴게음식점,편의점,제주특별자치도 제주시 삼도이동 202-4번지 ,https://pcmap.place.naver.com/restaurant/37307961/review/visitor#
2675,프레지던트피씨방,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 이도이동 1180-6번지 ,https://pcmap.place.naver.com/restaurant/1325152282/review/visitor#
2676,씨유제주법원점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1080-20번지 ,https://pcmap.place.naver.com/restaurant/17094403/review/visitor#
2680,엠듀커피,휴게음식점,커피숍,제주특별자치도 제주시 일도일동 1300-22번지 ,https://pcmap.place.naver.com/restaurant/37413767/review/visitor#
2681,무병장수테마파크,휴게음식점,일반조리판매,제주특별자치도 제주시 애월읍 어음리 477-2번지 ,https://pcmap.place.naver.com/restaurant/19643175/review/visitor#
2682,차마실,휴게음식점,전통찻집,제주특별자치도 제주시 애월읍 하귀1리 137-8번지 ,https://pcmap.place.naver.com/restaurant/36284469/review/visitor#
2684,놀랄만두하군,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1418번지 (1층) ,https://pcmap.place.naver.com/restaurant/37813962/review/visitor#
2685,지에스25외도대박점,휴게음식점,편의점,제주특별자치도 제주시 외도일동 538-6번지 ,https://pcmap.place.naver.com/restaurant/815444636/review/visitor#
2686,씨유제주한라대점,휴게음식점,편의점,제주특별자치도 제주시 노형동 1551-4번지 ,https://pcmap.place.naver.com/restaurant/16792106/review/visitor#
2687,지에스25노형신비점,휴게음식점,편의점,제주특별자치도 제주시 노형동 762-8번지 (1층) ,https://pcmap.place.naver.com/restaurant/32159145/review/visitor#
2691,노을과원담,휴게음식점,커피숍,제주특별자치도 제주시 한경면 용수리 3934번지 비동(1층) ,https://pcmap.place.naver.com/restaurant/31502628/review/visitor#
2692,씨유제주보로미마을점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 고성리 1488-1번지 ,https://pcmap.place.naver.com/restaurant/36920966/review/visitor#
2695,바람벽에흰당나귀,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 동복리 1645-1번지 ,https://pcmap.place.naver.com/restaurant/35751612/review/visitor#
2696,카페띠아모제주법원점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1997-1번지 (1층) ,https://pcmap.place.naver.com/restaurant/30810307/review/visitor#
2698,(주)비지에프리테일제주탑동광장점,휴게음식점,편의점,제주특별자치도 제주시 건입동 1442번지 외1필지 ,https://pcmap.place.naver.com/restaurant/1200469914/review/visitor#
2700,씨유제주서광로점,휴게음식점,편의점,제주특별자치도 제주시 삼도일동 580-32번지 (1층) ,https://pcmap.place.naver.com/restaurant/30810288/review/visitor#
2703,지에스25노형광평점,휴게음식점,편의점,제주특별자치도 제주시 노형동 2462 ,https://pcmap.place.naver.com/restaurant/665135699/review/visitor#
2704,세븐일레븐제주유수암점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 유수암리 1014번지 ,https://pcmap.place.naver.com/restaurant/1946335134/review/visitor#
2705,놀숲제주외도점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 외도일동 639-3번지 ,https://pcmap.place.naver.com/restaurant/1625298220/review/visitor#
2707,브루어스,휴게음식점,커피숍,제주특별자치도 제주시 아라이동 3003-1번지 ,https://pcmap.place.naver.com/restaurant/1482085409/review/visitor#
2710,커피로카,휴게음식점,커피숍,제주특별자치도 제주시 일도이동 367-17번지 (1층) ,https://pcmap.place.naver.com/restaurant/31512219/review/visitor#
2716,씨유노형해오름점,휴게음식점,편의점,제주특별자치도 제주시 노형동 727-3번지 ,https://pcmap.place.naver.com/restaurant/31454696/review/visitor#
2719,모시란,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 일도이동 110-13번지 ,https://pcmap.place.naver.com/restaurant/16695956/review/visitor#
2723,씨유제주금악점,휴게음식점,편의점,제주특별자치도 제주시 한림읍 금악리 1953번지 ,https://pcmap.place.naver.com/restaurant/1468539240/review/visitor#
2724,스윗대디,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1951-4번지 지하층 ,https://pcmap.place.naver.com/restaurant/36819680/review/visitor#
2725,스위그커피,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 368-15번지 ,https://pcmap.place.naver.com/restaurant/1511684539/review/visitor#
2727,시땅,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 고내리 503-1번지 ,https://pcmap.place.naver.com/restaurant/288223473/review/visitor#
2728,이순신김밥,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 신엄리 2794-1 ,https://pcmap.place.naver.com/restaurant/1773164706/review/visitor#
2733,씨유제주하가리연꽃점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 하가리 1524-2번지 ,https://pcmap.place.naver.com/restaurant/432626563/review/visitor#
2735,세븐일레븐제주가이아호텔점,휴게음식점,편의점,제주특별자치도 제주시 연동 272-4번지 (1층) ,https://pcmap.place.naver.com/restaurant/31874248/review/visitor#
2738,파이굽는돌담집,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 6054-11번지 ,https://pcmap.place.naver.com/restaurant/36452593/review/visitor#
2739,씨유제주동부관광점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 조천리 1446-6 ,https://pcmap.place.naver.com/restaurant/36605893/review/visitor#
2741,미스틱3도,휴게음식점,커피숍,제주특별자치도 제주시 노형동 291-10 ,https://pcmap.place.naver.com/restaurant/1864122424/review/visitor#
2742,여우별,휴게음식점,커피숍,제주특별자치도 제주시 삼도일동 535-3번지 ,https://pcmap.place.naver.com/restaurant/36094973/review/visitor#
2743,바써가르텐,휴게음식점,일반조리판매,제주특별자치도 제주시 한경면 조수리 3041번지 ,https://pcmap.place.naver.com/restaurant/1442975235/review/visitor#
2747,세븐일레븐제주애월신엄점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 2409-3번지 ,https://pcmap.place.naver.com/restaurant/1811083559/review/visitor#
2749,생느행,휴게음식점,커피숍,제주특별자치도 제주시 일도일동 1298-6 ,https://pcmap.place.naver.com/restaurant/37497999/review/visitor#
2750,보미네분식,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1305-1번지 ,https://pcmap.place.naver.com/restaurant/973165151/review/visitor#
2752,이쁜이모네,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 741-1번지 ,https://pcmap.place.naver.com/restaurant/20689500/review/visitor#
2753,샘타이,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 고내리 390번지 ,https://pcmap.place.naver.com/restaurant/1955060744/review/visitor#
2754,씨유제주한일시티점,휴게음식점,편의점,제주특별자치도 제주시 연동 2325-7번지 ,https://pcmap.place.naver.com/restaurant/36605883/review/visitor#
2755,구름위에둥둥,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2029-1번지 ,https://pcmap.place.naver.com/restaurant/1631575384/review/visitor#
2757,맛짱김밥인제점,휴게음식점,일반조리판매,제주특별자치도 제주시 일도이동 378-19번지 ,https://pcmap.place.naver.com/restaurant/11691537/review/visitor#
2758,차차신창,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 신창리 1371-3 ,https://pcmap.place.naver.com/restaurant/1246077023/review/visitor#
2759,GS25제주서부관광점,휴게음식점,편의점,제주특별자치도 제주시 해안동 2354번지 ,https://pcmap.place.naver.com/restaurant/36210208/review/visitor#
2761,씨유제주한라점,휴게음식점,편의점,제주특별자치도 제주시 노형동 748번지 ,https://pcmap.place.naver.com/restaurant/1657337186/review/visitor#
2766,제주김만복동문시장점,휴게음식점,일반조리판매,제주특별자치도 제주시 삼도이동 1158-36번지 ,https://pcmap.place.naver.com/restaurant/37609800/review/visitor#
2769,세븐일레븐제주대학병원점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 1798번지 ,https://pcmap.place.naver.com/restaurant/1767563420/review/visitor#
2772,우연히도착한그곳,휴게음식점,커피숍,제주특별자치도 제주시 우도면 연평리 1745-1번지 ,https://pcmap.place.naver.com/restaurant/1405476691/review/visitor#
2774,지에스25제주일도점,휴게음식점,편의점,제주특별자치도 제주시 일도이동 48-2 ,https://pcmap.place.naver.com/restaurant/20081747/review/visitor#
2777,올챙이,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 신촌리 1818번지 (1층) ,https://pcmap.place.naver.com/restaurant/16689458/review/visitor#
2781,(주)쁠랑뜨,휴게음식점,커피숍,제주특별자치도 제주시 노형동 288-25번지 ,https://pcmap.place.naver.com/restaurant/647398108/review/visitor#
2783,지에스25관광대기숙사점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 2527번지 ,https://pcmap.place.naver.com/restaurant/527073717/review/visitor#
2784,씨유제주우도해안점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 965번지 ,https://pcmap.place.naver.com/restaurant/72471374/review/visitor#
2785,오라마트,휴게음식점,편의점,제주특별자치도 제주시 연동 261-17번지 ,https://pcmap.place.naver.com/restaurant/34783206/review/visitor#
2787,씨유제주신촌누리점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 신촌리 1894-1번지 ,https://pcmap.place.naver.com/restaurant/38758976/review/visitor#
2788,베이비카페어놀,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 1288-5번지 노형타워 ,https://pcmap.place.naver.com/restaurant/36630096/review/visitor#
2789,그랜드김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 303-17번지 외6필지 ,https://pcmap.place.naver.com/restaurant/1156807774/review/visitor#
2790,집밥이여사,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 2860번지 제주시농협하나로유통센터 ,https://pcmap.place.naver.com/restaurant/124820579/review/visitor#
2795,씨유제주세화중앙점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 세화리 1465-3번지 (1층) ,https://pcmap.place.naver.com/restaurant/19366683/review/visitor#
2797,초록꿈,휴게음식점,일반조리판매,제주특별자치도 제주시 회천동 2981-4번지 ,https://pcmap.place.naver.com/restaurant/21403122/review/visitor#
2800,컴플리트,휴게음식점,커피숍,제주특별자치도 제주시 연동 1523-3번지 ,https://pcmap.place.naver.com/restaurant/35394926/review/visitor#
2802,카페이시도르,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 금악리 117번지 성이시돌센터전시관 ,https://pcmap.place.naver.com/restaurant/1885671682/review/visitor#
2804,귤하르방구좌점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 평대리 515-28번지 ,https://pcmap.place.naver.com/restaurant/1067614598/review/visitor#
2807,씨유제주고산점,휴게음식점,편의점,제주특별자치도 제주시 한경면 고산리 2822-17번지 ,https://pcmap.place.naver.com/restaurant/36605891/review/visitor#
2809,더블유삼공칠오,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 하도리 3075번지 ,https://pcmap.place.naver.com/restaurant/935195553/review/visitor#
2810,쵸비돈가스,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1054-5 ,https://pcmap.place.naver.com/restaurant/1651110614/review/visitor#
2811,분식꾸러기,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1454-17번지 (1층) ,https://pcmap.place.naver.com/restaurant/19344988/review/visitor#
2814,GS25연동바다점,휴게음식점,편의점,제주특별자치도 제주시 연동 261-39번지 ,https://pcmap.place.naver.com/restaurant/17017273/review/visitor#
2816,씨유도두항점,휴게음식점,편의점,제주특별자치도 제주시 도두일동 2625-1번지 ,https://pcmap.place.naver.com/restaurant/16810255/review/visitor#
2817,파스쿠찌용담해안도로점,휴게음식점,커피숍,제주특별자치도 제주시 용담삼동 2319-1번지 ,https://pcmap.place.naver.com/restaurant/33647361/review/visitor#
2818,씨유노형아이파크점,휴게음식점,편의점,제주특별자치도 제주시 노형동 3785-4번지 ,https://pcmap.place.naver.com/restaurant/36605878/review/visitor#
2822,소림김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 1498번지 ,https://pcmap.place.naver.com/restaurant/16844134/review/visitor#
2823,소풍이야기,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀2리 2842-7번지 하귀민박주택 소풍A ,https://pcmap.place.naver.com/restaurant/33109149/review/visitor#
2824,청춘다방,휴게음식점,커피숍,제주특별자치도 제주시 연동 311-17번지 ,https://pcmap.place.naver.com/restaurant/1914713206/review/visitor#
2825,씨유한동교차로점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 한동리 1139-12번지 ,https://pcmap.place.naver.com/restaurant/1143497896/review/visitor#
2826,미쿠니,휴게음식점,커피숍,제주특별자치도 제주시 삼양일동 1779번지 ,https://pcmap.place.naver.com/restaurant/1887250307/review/visitor#
2827,담앙족욕까페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 저지리 2848-2번지 ,https://pcmap.place.naver.com/restaurant/1406194842/review/visitor#
2828,비아판포,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 판포리 1323번지 ,https://pcmap.place.naver.com/restaurant/1652151401/review/visitor#
2829,씨유제주논스톱점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 1251-1번지 ,https://pcmap.place.naver.com/restaurant/1647939823/review/visitor#
2830,마니족욕까페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 월정리 902-1번지 ,https://pcmap.place.naver.com/restaurant/1243617373/review/visitor#
2833,플랫172,휴게음식점,커피숍,제주특별자치도 제주시 도평동 740-1번지 ,https://pcmap.place.naver.com/restaurant/457782879/review/visitor#
2834,헬로남생이,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 신촌리 2493-1 ,https://pcmap.place.naver.com/restaurant/921352039/review/visitor#
2835,빠리분식,휴게음식점,일반조리판매,제주특별자치도 제주시 용담이동 357-33번지 ,https://pcmap.place.naver.com/restaurant/19646393/review/visitor#
2840,카페띠아모제주대점,휴게음식점,커피숍,제주특별자치도 제주시 아라이동 35-22번지 ,https://pcmap.place.naver.com/restaurant/16774045/review/visitor#
2841,아날로그감귤밭,휴게음식점,커피숍,제주특별자치도 제주시 해안동 2463번지 ,https://pcmap.place.naver.com/restaurant/37072419/review/visitor#
2842,씨유제주뜨란채점,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 2583-1번지 뜨란채 상가동 101호,https://pcmap.place.naver.com/restaurant/20146695/review/visitor#
2846,씨유제주제성점,휴게음식점,편의점,제주특별자치도 제주시 연동 2442번지 ,https://pcmap.place.naver.com/restaurant/36605881/review/visitor#
2847,지에스25제주용흥점,휴게음식점,편의점,제주특별자치도 제주시 용담이동 359-60번지 ,https://pcmap.place.naver.com/restaurant/37307965/review/visitor#
2848,모나미카페(monami cafe),휴게음식점,커피숍,제주특별자치도 제주시 노형동 933-15번지 ,https://pcmap.place.naver.com/restaurant/1565109901/review/visitor#
2849,까사돌,휴게음식점,커피숍,제주특별자치도 제주시 이도일동 1387-2 ,https://pcmap.place.naver.com/restaurant/36356463/review/visitor#
2851,카페힐섬2020,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 조천리 1209-8번지 ,https://pcmap.place.naver.com/restaurant/1699019144/review/visitor#
2853,제주메이플호텔,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 912-12번지 ,https://pcmap.place.naver.com/restaurant/38495450/review/visitor#
2854,춤추는왕만두외도점,휴게음식점,패스트푸드,제주특별자치도 제주시 외도일동 498-6번지 ,https://pcmap.place.naver.com/restaurant/1397273581/review/visitor#
2859,빈파일럿커피,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 3813-6번지 ,https://pcmap.place.naver.com/restaurant/1178161921/review/visitor#
2862,내가만든미케익제주점,휴게음식점,커피숍,제주특별자치도 제주시 이도일동 1774-10번지 ,https://pcmap.place.naver.com/restaurant/34135444/review/visitor#
2863,지에스25함덕코업시티점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 함덕리 1010 ,https://pcmap.place.naver.com/restaurant/38344347/review/visitor#
2869,동부마지막휴게마트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 북촌리 1862번지 ,https://pcmap.place.naver.com/restaurant/1653021410/review/visitor#
2874,스테이굿무드,휴게음식점,커피숍,제주특별자치도 제주시 용담일동 252-13번지 ,https://pcmap.place.naver.com/restaurant/401365939/review/visitor#
2877,예랑커피하우스,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 조천리 803-1번지 ,https://pcmap.place.naver.com/restaurant/37663473/review/visitor#
2879,펭귄부인,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1990-9 ,https://pcmap.place.naver.com/restaurant/37916017/review/visitor#
2880,지에스25도남점,휴게음식점,편의점,제주특별자치도 제주시 도남동 68-8번지 ,https://pcmap.place.naver.com/restaurant/37817747/review/visitor#
2886,친절한비자씨,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 평대리 3164번지 ,https://pcmap.place.naver.com/restaurant/1668958185/review/visitor#
2888,쿸쿸제과,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 삼도일동 305-130 ,https://pcmap.place.naver.com/restaurant/1721130288/review/visitor#
2889,지에스제주연문점,휴게음식점,편의점,제주특별자치도 제주시 노형동 1023-4번지 ,https://pcmap.place.naver.com/restaurant/37308704/review/visitor#
2890,투썸플레이스라온명품관점,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 협재리 2843번지 ,https://pcmap.place.naver.com/restaurant/36948882/review/visitor#
2892,힐록,휴게음식점,커피숍,제주특별자치도 제주시 노형동 3801-16 ,https://pcmap.place.naver.com/restaurant/1938795233/review/visitor#
2893,플레이스꽃섬,휴게음식점,커피숍,제주특별자치도 제주시 노형동 571-5 ,https://pcmap.place.naver.com/restaurant/1486402714/review/visitor#
2894,제주한치빵우도점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 1200-7번지 ,https://pcmap.place.naver.com/restaurant/1672056904/review/visitor#
2898,서희원꼬지닷컴제주삼성점,휴게음식점,일반조리판매,제주특별자치도 제주시 이도일동 1650-4번지 외 4필지 장원월드컵아파트 103호,https://pcmap.place.naver.com/restaurant/21169556/review/visitor#
2899,제주커피집심심,휴게음식점,커피숍,제주특별자치도 제주시 노형동 3800-13번지 ,https://pcmap.place.naver.com/restaurant/1671390827/review/visitor#
2901,지에스25이호현사점,휴게음식점,편의점,제주특별자치도 제주시 이호일동 1790번지 ,https://pcmap.place.naver.com/restaurant/1869841795/review/visitor#
2902,커피아리움,휴게음식점,커피숍,제주특별자치도 제주시 노형동 1282-2번지 ,https://pcmap.place.naver.com/restaurant/1664469208/review/visitor#
2905,씨유제주무수천점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 53-1 ,https://pcmap.place.naver.com/restaurant/786460210/review/visitor#
2908,제주몹시,휴게음식점,커피숍,제주특별자치도 제주시 외도이동 319-1 ,https://pcmap.place.naver.com/restaurant/226560196/review/visitor#
2909,카치토,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 699-6번지 ,https://pcmap.place.naver.com/restaurant/417917665/review/visitor#
2911,놀멍뛰멍,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1252-7번지 ,https://pcmap.place.naver.com/restaurant/36284460/review/visitor#
2915,봉쉡망고월정점,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 월정리 541번지 ,https://pcmap.place.naver.com/restaurant/1020179153/review/visitor#
2917,벌툰제주본점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 251-8번지 뉴제원 ,https://pcmap.place.naver.com/restaurant/1662461646/review/visitor#
2919,나무물꼬기,휴게음식점,커피숍,제주특별자치도 제주시 일도이동 72-2번지 ,https://pcmap.place.naver.com/restaurant/16695961/review/visitor#
2920,모뉴에트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 종달리 748번지 ,https://pcmap.place.naver.com/restaurant/1209627223/review/visitor#
2922,씨유제주화북진남점,휴게음식점,편의점,제주특별자치도 제주시 화북일동 1930번지 ,https://pcmap.place.naver.com/restaurant/35743413/review/visitor#
2924,파파사이트,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 월림리 115-185번지 ,https://pcmap.place.naver.com/restaurant/33209973/review/visitor#
2925,콩쥐살쥐,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 수산리 976번지 ,https://pcmap.place.naver.com/restaurant/34666577/review/visitor#
2926,세븐일레븐화북진남점,휴게음식점,편의점,제주특별자치도 제주시 화북일동 1967-28번지 ,https://pcmap.place.naver.com/restaurant/1531363573/review/visitor#
2927,지에스25도남성환점,휴게음식점,편의점,제주특별자치도 제주시 도남동 86-7번지 ,https://pcmap.place.naver.com/restaurant/37086062/review/visitor#
2930,지에스25제대생활관,휴게음식점,편의점,제주특별자치도 제주시 아라일동 1 제주대학교 ,https://pcmap.place.naver.com/restaurant/37307966/review/visitor#
2931,씨유제주삼성점,휴게음식점,편의점,제주특별자치도 제주시 이도일동 1260-13번지 ,https://pcmap.place.naver.com/restaurant/16702490/review/visitor#
2933,GS한라수목원,휴게음식점,편의점,제주특별자치도 제주시 연동 978번지 ,https://pcmap.place.naver.com/restaurant/37307964/review/visitor#
2934,모란뉴다방,휴게음식점,다방,제주특별자치도 제주시 이도일동 1789-5번지 ,https://pcmap.place.naver.com/restaurant/1156445323/review/visitor#
2935,카페삼오삼오쩜일,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 함덕리 3535-1번지 (외1필지) ,https://pcmap.place.naver.com/restaurant/36831112/review/visitor#
2936,씨유제주은남점,휴게음식점,편의점,제주특별자치도 제주시 연동 292-95번지 ,https://pcmap.place.naver.com/restaurant/16838903/review/visitor#
2937,이성필커피,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1772-3번지 ,https://pcmap.place.naver.com/restaurant/20264198/review/visitor#
2938,수정과차,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 행원리 1457번지 ,https://pcmap.place.naver.com/restaurant/1801241926/review/visitor#
2940,씨유제주서광점,휴게음식점,편의점,제주특별자치도 제주시 삼도일동 572-10번지 ,https://pcmap.place.naver.com/restaurant/16725890/review/visitor#
2942,애조로휴게소,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 3676-1번지 1층 ,https://pcmap.place.naver.com/restaurant/30813185/review/visitor#
2945,지에스25동광로점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1176-23번지 ,https://pcmap.place.naver.com/restaurant/16713909/review/visitor#
2946,씨유제주대유대림점,휴게음식점,편의점,제주특별자치도 제주시 일도이동 113-8번지 ,https://pcmap.place.naver.com/restaurant/37107932/review/visitor#
2947,클라우드나인커피,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1767-1번지 1~2층 ,https://pcmap.place.naver.com/restaurant/38521337/review/visitor#
2949,교래옹달샘,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 교래리 431번지 ,https://pcmap.place.naver.com/restaurant/78810406/review/visitor#
2950,씨유제주신엄점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 2791 ,https://pcmap.place.naver.com/restaurant/711834407/review/visitor#
2951,전농로일공일,휴게음식점,커피숍,제주특별자치도 제주시 삼도이동 300-17번지 삼도골드빌1차 ,https://pcmap.place.naver.com/restaurant/1883877997/review/visitor#
2952,제대김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 아라일동 362-80번지 ,https://pcmap.place.naver.com/restaurant/1546437247/review/visitor#
2957,지에스25제주도청점,휴게음식점,편의점,제주특별자치도 제주시 연동 301-10번지 ,https://pcmap.place.naver.com/restaurant/16847894/review/visitor#
2959,달콤아재,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 1290-1번지 ,https://pcmap.place.naver.com/restaurant/1497457696/review/visitor#
