Column1,name,address
1535976,순옥이네명가함덕점,"제주특별자치도 제주시 조천읍 함덕로 6, 1층"
1536828,오례밥집,"제주특별자치도 제주시 조천읍 조천우회로 527, 202동 1층 102호 (에덴빌리지2차)"
1536926,동문꼬마김밥,"제주특별자치도 제주시 동문로 18, 1층 (일도일동)"
1536928,동광회센타,"제주특별자치도 제주시 연삼로 544, 1층 (일도이동)"
1536942,이로운술상,"제주특별자치도 제주시 조천읍 함덕16길 44, 1층"
1536962,역전할머니맥주일도점,"제주특별자치도 제주시 천수로9길 1, 1층 (일도이동, 그랑펠리스)"
1536987,응급실국물떡볶이삼화점,"제주특별자치도 제주시 건주로 66, 1층 105호 (도련일동)"
1536997,너나들이민속주점,"제주특별자치도 제주시 구남로 38, 1층 (이도이동)"
1537000,달세뇨아빠의레스토랑,"제주특별자치도 제주시 조천읍 함대로 520, 1층"
1537066,태하횟집,"제주특별자치도 제주시 동한두기길 31-2, 1,2층 (용담일동)"
1537127,노가리앤비어삼화지구점,"제주특별자치도 제주시 건주로4길 10-4, 1층 (도련일동)"
1537147,박대감,"제주특별자치도 제주시 중앙로2길 37, 1층 (삼도이동)"
1537159,돈삼겹한라점,"제주특별자치도 제주시 연화로 51, 1층 (연동)"
1537169,한샘해장국본점,"제주특별자치도 제주시 아연로 195-1, 1층 (오라이동)"
1537176,태랑,"제주특별자치도 제주시 테우해안로 136, 1층 (이호일동)"
1537360,제주우드펍,"제주특별자치도 제주시 서해안로 348-1, 1층 (도두이동)"
1537397,곰돌이숯불갈비,"제주특별자치도 제주시 일주서로 7852, 1층 (연동)"
1537422,호야네집,"제주특별자치도 제주시 연화로1길 6-1, 1층 (연동)"
1537432,더회전훠궈,"제주특별자치도 제주시 노연로 55, 2층 (노형동)"
1537467,짝태앤노가리제주2호점,"제주특별자치도 제주시 원노형남1길 46, 1층 (노형동)"
1537476,선술집기억,"제주특별자치도 제주시 전농로 75-1, 2층 (삼도이동)"
1537477,땅땅치킨외도점,"제주특별자치도 제주시 우정로 52, 1층 (외도일동)"
1537482,카페조아,"제주특별자치도 제주시 연오로 39, 2층 (오라삼동)"
1537498,에머이제주점,"제주특별자치도 제주시 인다3길 8-2, 2층 (아라일동)"
1537523,우도돌담집,"제주특별자치도 제주시 우도면 우도해안길 472, 1층"
1537562,대독장제주본점,"제주특별자치도 제주시 연북로 212, 1층 (오라이동)"
1537618,우아한끼,"제주특별자치도 제주시 신성로13길 22, 1층 (이도이동)"
1537623,조천끗집,"제주특별자치도 제주시 조천읍 조함해안로 59-2, 1층"
1537695,더로그,"제주특별자치도 제주시 산천단동3길 26, 1,2층 (아라일동)"
1537707,오태식해바라기치킨노형한라대점,"제주특별자치도 제주시 한라대학로 81, 유유빌 1층 (노형동)"
1537717,도련한우식육식당,"제주특별자치도 제주시 삼봉로 211, 1층 (도련일동)"
1537728,펍아지트,"제주특별자치도 제주시 조천읍 신북로 643, 1층"
1537744,로스트앤헤븐,"제주특별자치도 제주시 테우해안로 162, 1층 (이호일동)"
1537895,고향향토장터,"제주특별자치도 제주시 추자면 추자로 576, 신양어촌계 1층"
1537897,토대력스마일점,"제주특별자치도 제주시 서광로 264, 1층 (삼도일동)"
1537899,족발야시장노형점,"제주특별자치도 제주시 다랑곶1길 9, 1층 (노형동)"
1537918,동귀리갈칫집,"제주특별자치도 제주시 월랑로 83, 1층 (노형동)"
1538125,우도로93,"제주특별자치도 제주시 우도면 우도로 93, 1층"
1538162,약산흑염소가든,"제주특별자치도 제주시 대동길 2, 2층 (이호이동)"
1538169,모닥치기아라,"제주특별자치도 제주시 인다9길 8, 1층 (아라일동)"
